inchikey,activity_comment,assay_chembl_id,canonical_smiles,data_validity_comment,document_chembl_id,document_journal,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value,isomeric_smiles,np_score,short_inchikey,wikidata_id
PDIFIRUKOSADNL-FXAWDEMLSA-N,,CHEMBL993939,Cc1cc(N)nc(C[C@H]2CNC[C@H]2N(C)CCNCc2ccc(Cl)cc2)c1,,CHEMBL1143351,J Med Chem,CHEMBL516764,=,=,Ki,nM,22800.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,22.8,Cc1cc(N)nc(C[C@H]2CNC[C@H]2N(C)CCNCc2ccc(Cl)cc2)c1,-0.7540397079015778,PDIFIRUKOSADNL,no_wikidata_match
PDSCDFTZWQFMTC-CRCLSJGQSA-N,,CHEMBL702887,CC[C@H]1OC(N)=N[C@H]1C,,CHEMBL1139446,Bioorg Med Chem Lett,CHEMBL323117,=,=,IC50,nM,160.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,0.16,CC[C@H]1OC(N)=N[C@H]1C,1.1044824456137332,PDSCDFTZWQFMTC,no_wikidata_match
PDSCDFTZWQFMTC-WHFBIAKZSA-N,,CHEMBL702887,CC[C@@H]1OC(N)=N[C@H]1C,,CHEMBL1139446,Bioorg Med Chem Lett,CHEMBL110705,=,=,IC50,nM,120.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,0.12,CC[C@@H]1OC(N)=N[C@H]1C,1.1044824456137332,PDSCDFTZWQFMTC,no_wikidata_match
PEHDFSFYZKSKGH-UHFFFAOYSA-N,,CHEMBL878597,NC1=NCCCN1,,CHEMBL1129751,J Med Chem,CHEMBL158626,=,=,IC50,nM,25000.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,25.0,NC1=NCCCN1,1.4275329455688712,PEHDFSFYZKSKGH,http://www.wikidata.org/entity/Q72442376
PEJWJTGGAYICCM-UHFFFAOYSA-N,,CHEMBL4032164,CNCCCc1cc(F)cc(CCc2cc(C)cc(N)n2)c1,,CHEMBL4028887,J Med Chem,CHEMBL4079135,=,=,Ki,nM,4649.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,4649.0,CNCCCc1cc(F)cc(CCc2cc(C)cc(N)n2)c1,-0.4684336671316181,PEJWJTGGAYICCM,no_wikidata_match
PFADGEONZWLDDR-UHFFFAOYSA-N,,CHEMBL748041,Cl.Cl.N/C(=N/c1ccc(N)cc1)NO,,CHEMBL1135725,J Med Chem,CHEMBL1203878,=,=,NOHA,%,8.0,CHEMBL3464,"Nitric oxide synthase, inducible",NOHA,%,8.0,Cl.Cl.N/C(=N/c1ccc(N)cc1)NO,-0.3731354990799071,PFADGEONZWLDDR,no_wikidata_match
PFKIFOIYDJINCI-UHFFFAOYSA-N,,CHEMBL3801317,CCCNC(=S)NCCC(O)c1cc(OC)ccc1N,,CHEMBL3797128,Medchemcomm,CHEMBL3797791,=,=,Inhibition,%,25.39,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,25.39,CCCNC(=S)NCCC(O)c1cc(OC)ccc1N,-0.7788929348372997,PFKIFOIYDJINCI,no_wikidata_match
PFPRLWWLQWBYRL-SCOAYWHSSA-N,,CHEMBL4232401,O=C(/C=C/c1cccc(O)c1)N[C@@H](Cc1ccccc1)C(=O)O,,CHEMBL4229389,Eur J Med Chem,CHEMBL4239907,=,=,IC50,nM,29230.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,29.23,O=C(/C=C/c1cccc(O)c1)N[C@@H](Cc1ccccc1)C(=O)O,0.1980489665701956,PFPRLWWLQWBYRL,no_wikidata_match
PFUGHMOMPYSHTF-NSHDSACASA-N,,CHEMBL699600,N/C(=N\CCC[C@H](N)CNCc1ccncc1)N[N+](=O)[O-],Outside typical range,CHEMBL1136776,J Med Chem,CHEMBL46974,=,=,Ki,nM,392000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,392.0,N/C(=N\CCC[C@H](N)CNCc1ccncc1)N[N+](=O)[O-],-0.248865417292919,PFUGHMOMPYSHTF,no_wikidata_match
PFWPKRZAPJXIFG-QMMMGPOBSA-N,,CHEMBL702888,N[C@@H](CCCNc1cc(O)ccc1[N+](=O)[O-])C(=O)O,,CHEMBL1131579,J Med Chem,CHEMBL91734,>,>,IC50,nM,100000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,100.0,N[C@@H](CCCNc1cc(O)ccc1[N+](=O)[O-])C(=O)O,-0.1774658006061842,PFWPKRZAPJXIFG,no_wikidata_match
PFZMBMBJGLGPOL-UHFFFAOYSA-N,,CHEMBL748041,COc1ccc(N/C(C)=N/O)cc1,,CHEMBL1135725,J Med Chem,CHEMBL367327,<,<,NOHA,%,0.2,CHEMBL3464,"Nitric oxide synthase, inducible",NOHA,%,0.2,COc1ccc(N/C(C)=N/O)cc1,-0.6002017122689924,PFZMBMBJGLGPOL,no_wikidata_match
PGBKVMPEZANYQB-UHFFFAOYSA-N,,CHEMBL1763068,NCC(Oc1cc(Cl)ccc1Cl)c1ccccc1,,CHEMBL1759901,Bioorg Med Chem Lett,CHEMBL1762470,=,=,Ratio IC50,nM,52.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,uM,52.0,NCC(Oc1cc(Cl)ccc1Cl)c1ccccc1,-0.8082879331738,PGBKVMPEZANYQB,no_wikidata_match
PHFAFRSWGBLURC-UHFFFAOYSA-N,,CHEMBL1056359,CC1=CC=CC2=NCC(C(=O)c3ccc4ccccc4c3)CN12.[O-][Cl+3]([O-])([O-])O,,CHEMBL1152488,Eur J Med Chem,CHEMBL540679,=,=,Activity,%,75.0,CHEMBL3464,"Nitric oxide synthase, inducible",Activity,%,75.0,CC1=CC=CC2=NCC(C(=O)c3ccc4ccccc4c3)CN12.[O-][Cl+3]([O-])([O-])O,-0.2338865028766572,PHFAFRSWGBLURC,no_wikidata_match
PHQBKLKZIXCRIX-UHFFFAOYSA-N,,CHEMBL1664436,Cc1ccc(C(=O)O)c(C(=O)O)n1,Outside typical range,CHEMBL1649420,J Med Chem,CHEMBL1650604,=,=,Inhibition,%,-22.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,-22.0,Cc1ccc(C(=O)O)c(C(=O)O)n1,-0.5223116340100461,PHQBKLKZIXCRIX,http://www.wikidata.org/entity/Q72496628
PHTBVQOXRLNFDB-RWKFXIDCSA-N,,CHEMBL1763068,N#Cc1cc(Cl)ccc1O[C@H](CCN)c1ccccc1.O=C(O)/C=C/C(=O)O,,CHEMBL1759901,Bioorg Med Chem Lett,CHEMBL1762477,=,=,Ratio IC50,nM,104.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,uM,104.0,N#Cc1cc(Cl)ccc1O[C@H](CCN)c1ccccc1.O=C(O)/C=C/C(=O)O,-0.275977841640975,PHTBVQOXRLNFDB,no_wikidata_match
PIAOYGXDXCCGEO-KAECKJJSSA-N,,CHEMBL2037694,CN[C@H]1CC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1.Cl,,CHEMBL2034871,J Med Chem,CHEMBL2036268,=,=,Ratio IC50,nM,91.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,uM,91.0,CN[C@H]1CC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1.Cl,-0.9405358280391772,PIAOYGXDXCCGEO,no_wikidata_match
PIAOYGXDXCCGEO-SKKCDYJJSA-N,,CHEMBL2037694,CN[C@H]1CC[C@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1.Cl,Outside typical range,CHEMBL2034871,J Med Chem,CHEMBL2036269,=,=,Ratio IC50,nM,77.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,uM,77.0,CN[C@H]1CC[C@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1.Cl,-0.9405358280391772,PIAOYGXDXCCGEO,no_wikidata_match
PIOVAGORKCSPRM-RPROZLOFSA-N,,CHEMBL827657,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(C(=O)CC4[C@@]5(C)C=CC(=O)C(C)(C)C5CC[C@]43C)C2C1,,CHEMBL1143551,Bioorg Med Chem Lett,CHEMBL194396,=,=,IC50,nM,3300.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,3.3,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(C(=O)CC4[C@@]5(C)C=CC(=O)C(C)(C)C5CC[C@]43C)C2C1,2.869300597918741,PIOVAGORKCSPRM,no_wikidata_match
PIQOUNDYMDWDNR-UHFFFAOYSA-N,,CHEMBL665580,CC(C)(C)C#CC1Cc2ccsc2C(N)=N1,,CHEMBL1134021,Bioorg Med Chem Lett,CHEMBL8288,=,=,IC50,nM,3600.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,3.6,CC(C)(C)C#CC1Cc2ccsc2C(N)=N1,-0.3239848133461624,PIQOUNDYMDWDNR,no_wikidata_match
PIXPFRMNXPKTFS-UHFFFAOYSA-N,,CHEMBL702887,CC1COC(N)=N1,,CHEMBL1139446,Bioorg Med Chem Lett,CHEMBL105823,=,=,IC50,nM,1500.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,1.5,CC1COC(N)=N1,0.6226402472697999,PIXPFRMNXPKTFS,no_wikidata_match
PJSWSDFLUFSHJE-IWKPGGAHSA-N,,CHEMBL1285558,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCNCCc2cccc(F)c2)c1.Cl.Cl.Cl,,CHEMBL1275378,J Med Chem,CHEMBL2447968,=,=,Ki,nM,7.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,7.0,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCNCCc2cccc(F)c2)c1.Cl.Cl.Cl,-0.4788029417487866,PJSWSDFLUFSHJE,no_wikidata_match
PJZCZRFHBQFJGK-KQPPXVQYSA-N,,CHEMBL5046509,COC(=O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccc(C(F)(F)F)cc1,,CHEMBL5046219,J Med Chem,CHEMBL5090551,=,=,Ratio IC50,nM,109.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,nM,109.0,COC(=O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccc(C(F)(F)F)cc1,-0.438250304659985,PJZCZRFHBQFJGK,no_wikidata_match
PKDLZQNLQBDYIE-UHFFFAOYSA-N,,CHEMBL847293,CCC1N=C(N)CC1C.Cl,,CHEMBL1131100,J Med Chem,CHEMBL552935,=,=,Ratio,nM,1.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,1.0,CCC1N=C(N)CC1C.Cl,0.4923035813805599,PKDLZQNLQBDYIE,no_wikidata_match
PKODNLRUHCVLDH-UHFFFAOYSA-N,,CHEMBL4346017,Cc1cc(N)nc2cc(-c3ccc(OCc4ccc(C#N)cc4)c(CN)c3)ccc12,,CHEMBL4342518,J Med Chem,CHEMBL4473567,=,=,Ki,nM,13500.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,13.5,Cc1cc(N)nc2cc(-c3ccc(OCc4ccc(C#N)cc4)c(CN)c3)ccc12,-0.6732488520202168,PKODNLRUHCVLDH,no_wikidata_match
PKWLPWWYKVMMNO-RITPCOANSA-N,,CHEMBL702887,CCC[C@@H]1N=C(N)O[C@@H]1C,,CHEMBL1139446,Bioorg Med Chem Lett,CHEMBL108318,=,=,IC50,nM,41.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,0.041,CCC[C@@H]1N=C(N)O[C@@H]1C,0.8780403023149603,PKWLPWWYKVMMNO,no_wikidata_match
PKWLPWWYKVMMNO-WDSKDSINSA-N,,CHEMBL702887,CCC[C@@H]1N=C(N)O[C@H]1C,,CHEMBL1139446,Bioorg Med Chem Lett,CHEMBL106261,=,=,IC50,nM,120.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,0.12,CCC[C@@H]1N=C(N)O[C@H]1C,0.8780403023149603,PKWLPWWYKVMMNO,no_wikidata_match
PLRACCBDVIHHLZ-UHFFFAOYSA-N,,CHEMBL1023692,CN1CC=C(c2ccccc2)CC1,,CHEMBL1158377,Eur J Med Chem,CHEMBL24172,=,=,Activity,pmol/min,29.37,CHEMBL3464,"Nitric oxide synthase, inducible",Activity,pmol/min,29.37,CN1CC=C(c2ccccc2)CC1,-0.1454741003318384,PLRACCBDVIHHLZ,http://www.wikidata.org/entity/Q239816
PMCPRFZFDBGJCC-UHFFFAOYSA-N,,CHEMBL1056372,CC1=CC2=NCC(C(=O)c3ccc4cc(C)ccc4c3)CN2C=C1.[O-][Cl+3]([O-])([O-])O,,CHEMBL1152488,Eur J Med Chem,CHEMBL562458,=,=,Ki,nM,23000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,23.0,CC1=CC2=NCC(C(=O)c3ccc4cc(C)ccc4c3)CN2C=C1.[O-][Cl+3]([O-])([O-])O,-0.1511815412061862,PMCPRFZFDBGJCC,no_wikidata_match
PMZVISPCVPVOFN-QFBILLFUSA-N,277767.0,CHEMBL1959864,Cc1cc(N)nc(C[C@H]2CNC[C@H]2OCCNCc2ccccc2F)c1,,CHEMBL1955863,Bioorg Med Chem,CHEMBL1956738,=,=,Ki,nM,44000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,44.0,Cc1cc(N)nc(C[C@H]2CNC[C@H]2OCCNCc2ccccc2F)c1,-0.7046493959066924,PMZVISPCVPVOFN,http://www.wikidata.org/entity/Q27458120
PNXSKAKPXJMELL-HKUYNNGSSA-N,,CHEMBL1285558,Cc1cc(N)nc(C[C@H]2CNC[C@@H]2NCCCc2ccccc2)c1,,CHEMBL1275378,J Med Chem,CHEMBL1278131,=,=,Ki,nM,13280.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,13.28,Cc1cc(N)nc(C[C@H]2CNC[C@@H]2NCCCc2ccccc2)c1,-0.2084138350779209,PNXSKAKPXJMELL,no_wikidata_match
POOQEWHBMDFPST-UHFFFAOYSA-N,,CHEMBL4809865,COc1ccc(N)c(C(=O)CCNC(=N)c2ccccc2)c1,,CHEMBL4808198,Bioorg Med Chem,CHEMBL4877396,=,=,Inhibition,%,94.73,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,94.73,COc1ccc(N)c(C(=O)CCNC(=N)c2ccccc2)c1,-0.4327620070267499,POOQEWHBMDFPST,no_wikidata_match
PPFJAWQEBWPZDU-UHFFFAOYSA-N,,CHEMBL1018148,COc1ccc(-c2cc(=O)c3cc(Oc4ccc5c(=O)cc(-c6ccc(OC)cc6OC)oc5c4)ccc3o2)cc1,,CHEMBL1139311,Bioorg Med Chem Lett,CHEMBL450415,>,>,IC50,nM,50000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,50.0,COc1ccc(-c2cc(=O)c3cc(Oc4ccc5c(=O)cc(-c6ccc(OC)cc6OC)oc5c4)ccc3o2)cc1,0.2111234079223268,PPFJAWQEBWPZDU,no_wikidata_match
PPOHOXDDSDLEJO-UHFFFAOYSA-N,,CHEMBL847958,CC1=C(C)C(N)=NCC1,,CHEMBL1136028,Bioorg Med Chem Lett,CHEMBL75484,=,=,Ratio,nM,1.0,CHEMBL2111350,Nitric oxide synthase (inducible and endothelial),Ratio,uM,1.0,CC1=C(C)C(N)=NCC1,0.7013378081532888,PPOHOXDDSDLEJO,no_wikidata_match
PPQGTHAGWWVLEX-XFULWGLBSA-N,,CHEMBL1763068,N#Cc1ccc(Cl)cc1O[C@H](CCN)c1ccccc1.O=C(O)C(=O)O,,CHEMBL1759901,Bioorg Med Chem Lett,CHEMBL1762473,=,=,Ratio IC50,nM,270.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,uM,270.0,N#Cc1ccc(Cl)cc1O[C@H](CCN)c1ccccc1.O=C(O)C(=O)O,-0.4779874320248962,PPQGTHAGWWVLEX,no_wikidata_match
PPWVFCGYPVUSCA-UHFFFAOYSA-N,,CHEMBL1955555,CCC(=O)N1N=C(c2cc(OC)ccc2N)SC1(C)C,,CHEMBL1949563,Eur J Med Chem,CHEMBL1951497,=,=,Inhibition,%,73.02,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,73.02,CCC(=O)N1N=C(c2cc(OC)ccc2N)SC1(C)C,-0.4814972402456751,PPWVFCGYPVUSCA,no_wikidata_match
PQJSKRANCYSNLG-UHFFFAOYSA-N,,CHEMBL848735,Nc1cc2c(cn1)CCCC2,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL60528,=,=,Selectivity,nM,4.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,uM,4.0,Nc1cc2c(cn1)CCCC2,0.3670441022976455,PQJSKRANCYSNLG,http://www.wikidata.org/entity/Q82410223
PQXQEOIFIUJLIE-UHFFFAOYSA-N,,CHEMBL878597,NC1=NCCCS1,,CHEMBL1129751,J Med Chem,CHEMBL306541,=,=,IC50,nM,2900.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,2.9,NC1=NCCCS1,-0.7324117776638143,PQXQEOIFIUJLIE,http://www.wikidata.org/entity/Q83055461
PRCGPIZTGUUQCS-OZZZDHQUSA-N,,CHEMBL699602,NCCCC[C@H](NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])C(N)=O.O=C(O)C(F)(F)F,Outside typical range,CHEMBL1132345,J Med Chem,CHEMBL1204423,=,=,Ki,nM,104000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,104.0,NCCCC[C@H](NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])C(N)=O.O=C(O)C(F)(F)F,0.284713829533571,PRCGPIZTGUUQCS,no_wikidata_match
PRWXJDNYQGFJKM-UHFFFAOYSA-N,,CHEMBL2330224,Cc1cc(N)nc(CCc2cc(CCc3cc(C)cc(N)n3)cc(N3CCN(C)CC3)c2)c1,Outside typical range,CHEMBL2321788,J Med Chem,CHEMBL2326357,=,=,Ki,nM,138000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,138.0,Cc1cc(N)nc(CCc2cc(CCc3cc(C)cc(N)n3)cc(N3CCN(C)CC3)c2)c1,-0.4780864460327151,PRWXJDNYQGFJKM,no_wikidata_match
PSBOGDNWXSYPPJ-NSHDSACASA-N,,CHEMBL840781,NCc1cccc(NC[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])c1,,CHEMBL1145940,J Med Chem,CHEMBL433260,=,=,Selectivity,nM,381.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,uM,381.0,NCc1cccc(NC[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])c1,-0.0522845365810227,PSBOGDNWXSYPPJ,no_wikidata_match
PSKITQPPXCVYFG-UHFFFAOYSA-N,,CHEMBL1056369,COc1ccc(C(=O)C2CN=C3C(C)=CC=CN3C2)cc1OC,,CHEMBL1152488,Eur J Med Chem,CHEMBL563521,=,=,Activity,%,89.0,CHEMBL3464,"Nitric oxide synthase, inducible",Activity,%,89.0,COc1ccc(C(=O)C2CN=C3C(C)=CC=CN3C2)cc1OC,-0.0874359739248261,PSKITQPPXCVYFG,no_wikidata_match
PTDAHAWQAGSZDD-IOVCITQVSA-N,,CHEMBL1763596,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3[C@H](O[C@H]4CC[C@@]5(C)[C@@H](CC[C@]6(C)[C@@H]5CC=C5[C@@H]7CC(C)(C)C[C@@H](O)[C@]7(C)CC[C@]56C)[C@@]4(C)CO)O[C@H](C(=O)O)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,,CHEMBL1759962,Bioorg Med Chem Lett,CHEMBL511016,=,=,Activity,pmol/min,24.0,CHEMBL3464,"Nitric oxide synthase, inducible",Activity,pmol/min,24.0,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3[C@H](O[C@H]4CC[C@@]5(C)[C@@H](CC[C@]6(C)[C@@H]5CC=C5[C@@H]7CC(C)(C)C[C@@H](O)[C@]7(C)CC[C@]56C)[C@@]4(C)CO)O[C@H](C(=O)O)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,2.4862183492096546,PTDAHAWQAGSZDD,http://www.wikidata.org/entity/Q27108314
PUGNZMCPLRURSU-HNNXBMFYSA-N,,CHEMBL4052047,CN[C@@H](C)Cc1cc(C#N)cc(OCc2ccc3c(C)cc(N)nc3c2)c1,,CHEMBL4049447,J Med Chem,CHEMBL4105240,=,=,Ki,nM,25600.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,25.6,CN[C@@H](C)Cc1cc(C#N)cc(OCc2ccc3c(C)cc(N)nc3c2)c1,-0.7330559970745149,PUGNZMCPLRURSU,no_wikidata_match
PUGNZMCPLRURSU-OAHLLOKOSA-N,,CHEMBL4052047,CN[C@H](C)Cc1cc(C#N)cc(OCc2ccc3c(C)cc(N)nc3c2)c1,,CHEMBL4049447,J Med Chem,CHEMBL4084387,=,=,Ki,nM,7340.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,7.34,CN[C@H](C)Cc1cc(C#N)cc(OCc2ccc3c(C)cc(N)nc3c2)c1,-0.7330559970745149,PUGNZMCPLRURSU,http://www.wikidata.org/entity/Q76855350
PUGNZMCPLRURSU-UHFFFAOYSA-N,,CHEMBL4052047,CNC(C)Cc1cc(C#N)cc(OCc2ccc3c(C)cc(N)nc3c2)c1,,CHEMBL4049447,J Med Chem,CHEMBL4081945,=,=,Ki,nM,10800.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,10.8,CNC(C)Cc1cc(C#N)cc(OCc2ccc3c(C)cc(N)nc3c2)c1,-0.7330559970745149,PUGNZMCPLRURSU,no_wikidata_match
PUKZZAMNYRPICC-UHFFFAOYSA-N,,CHEMBL1837329,Cl.Cl.N=C(Nc1ccc2c(C3=CN4CCC3CC4)c[nH]c2c1)c1cccs1,,CHEMBL1833804,J Med Chem,CHEMBL3216985,=,=,Ratio IC50,nM,6.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,uM,6.0,Cl.Cl.N=C(Nc1ccc2c(C3=CN4CCC3CC4)c[nH]c2c1)c1cccs1,-0.7607751986897813,PUKZZAMNYRPICC,no_wikidata_match
PUOKLNVZFQOPOS-UHFFFAOYSA-N,,CHEMBL832387,CC(C)C1CN=C(N)C1,,CHEMBL1137191,Bioorg Med Chem Lett,CHEMBL365637,=,=,Ratio,uM,3.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,3.0,CC(C)C1CN=C(N)C1,0.618797096570122,PUOKLNVZFQOPOS,no_wikidata_match
PUOKPLCASUFBAN-FXAWDEMLSA-N,,CHEMBL957512,Cc1cc(N)nc(C[C@H]2CNC[C@H]2NCCNCCc2cccc(F)c2)c1,,CHEMBL1153945,Bioorg Med Chem,CHEMBL480419,=,=,Ki,nM,4000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,4.0,Cc1cc(N)nc(C[C@H]2CNC[C@H]2NCCNCCc2cccc(F)c2)c1,-0.578972684653626,PUOKPLCASUFBAN,http://www.wikidata.org/entity/Q27461703
PUOKPLCASUFBAN-PXNSSMCTSA-N,317256,CHEMBL1285558,Cc1cc(N)nc(C[C@H]2CNC[C@@H]2NCCNCCc2cccc(F)c2)c1,,CHEMBL1275378,J Med Chem,CHEMBL1233715,=,=,Ki,nM,19.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,19.0,Cc1cc(N)nc(C[C@H]2CNC[C@@H]2NCCNCCc2cccc(F)c2)c1,-0.578972684653626,PUOKPLCASUFBAN,http://www.wikidata.org/entity/Q27461617
PUOKPLCASUFBAN-XLIONFOSSA-N,349583.0,CHEMBL1285558,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2NCCNCCc2cccc(F)c2)c1,,CHEMBL1275378,J Med Chem,CHEMBL594682,=,=,Ki,nM,5.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,5.0,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2NCCNCCc2cccc(F)c2)c1,-0.578972684653626,PUOKPLCASUFBAN,http://www.wikidata.org/entity/Q27461704
PUOKPLCASUFBAN-YLJYHZDGSA-N,,CHEMBL1285558,Cc1cc(N)nc(C[C@@H]2CNC[C@H]2NCCNCCc2cccc(F)c2)c1,,CHEMBL1275378,J Med Chem,CHEMBL1233717,=,=,Ki,nM,48.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,0.048,Cc1cc(N)nc(C[C@@H]2CNC[C@H]2NCCNCCc2cccc(F)c2)c1,-0.578972684653626,PUOKPLCASUFBAN,http://www.wikidata.org/entity/Q27461620
PUOLNPGFFZVJOI-UHFFFAOYSA-N,,CHEMBL1762844,O=C(O)c1c(F)c(F)c2c(O)n[nH]c2c1F,,CHEMBL1759883,Eur J Med Chem,CHEMBL1760087,=,=,Inhibition,%,42.0,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,42.0,O=C(O)c1c(F)c(F)c2c(O)n[nH]c2c1F,-0.7006662139210686,PUOLNPGFFZVJOI,no_wikidata_match
PUQMNCZJEWOWHU-ZKKBRJJYSA-N,,CHEMBL993939,Cc1cc(N)nc(C[C@H]2CNC[C@H]2NCCNCc2cccc(Cl)c2)c1.Cl,,CHEMBL1143351,J Med Chem,CHEMBL480254,=,=,Ki,nM,9480.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,9.48,Cc1cc(N)nc(C[C@H]2CNC[C@H]2NCCNCc2cccc(Cl)c2)c1.Cl,-0.6794031151404406,PUQMNCZJEWOWHU,no_wikidata_match
PUZGSXHZZAHIEC-UHFFFAOYSA-N,,CHEMBL4052047,CNCc1cc(OC)cc(OCc2ccc3ccc(N)nc3c2)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,,CHEMBL4049447,J Med Chem,CHEMBL4060083,=,=,Ki,nM,32700.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,32.7,CNCc1cc(OC)cc(OCc2ccc3ccc(N)nc3c2)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,-0.2122962278651842,PUZGSXHZZAHIEC,no_wikidata_match
PVRLRBBUKIBHIR-UHFFFAOYSA-N,,CHEMBL1955555,COc1ccc(N)c(C2=NN(C(=O)C3CC3)C(C)(C)S2)c1,,CHEMBL1949563,Eur J Med Chem,CHEMBL1951500,=,=,Inhibition,%,90.05,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,90.05,COc1ccc(N)c(C2=NN(C(=O)C3CC3)C(C)(C)S2)c1,-0.5424113026362144,PVRLRBBUKIBHIR,no_wikidata_match
PVRPBMBRMSXIHM-GRLWGSQLSA-N,,CHEMBL4407194,C=C1C(=O)O[C@@H]2[C@H]3[C@@H](C)C(=O)C[C@H]3C(=C)CC[C@@H]12,,CHEMBL4406802,Eur J Med Chem,CHEMBL4462135,=,=,Inhibition,%,100.4,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,100.4,C=C1C(=O)O[C@@H]2[C@H]3[C@@H](C)C(=O)C[C@H]3C(=C)CC[C@@H]12,3.2716064560766345,PVRPBMBRMSXIHM,no_wikidata_match
